1 1.8297321172388117e+06
2 3.9484161497299341e+06
4 7.7563577434655242e+06
8 1.2757878741904290e+07
16 2.3356091462132521e+07
32 4.5271100252854846e+07
64 1.4648579313329497e+08
128 1.4335749596569276e+08


